country,crop,plant_median,temp_average,temp_at_planting,precip_at_planting,crop_code
Japan,Rice,167,11.9322523386018,19.0152922558543,204.833683367014,164
Japan,Wheat,298.5,8.75608429893222,9.51092982669358,108.647391423672,165
Jordan,Wheat,350,17.461438443476,9.91282521979278,47.0370072023468,167
Jordan,Barley,350,17.3640617128472,9.79642445438956,49.491375690095,166
Kazakhstan,Wheat,138,2.75930135577052,13.6428235352191,30.8939970010302,174
Kazakhstan,Barley,121,4.0774455487148,10.3850537793323,29.6807300716935,173
Kenya,Wheat,156.5,23.4912079360153,22.7903977054456,69.4466968181277,180
Kenya,Millet,85,23.4923176933659,24.8123276115475,102.411178668832,178
Kenya,Barley,80.5,23.4889483305595,24.8974779869349,90.3411669550538,177
Kyrgyzstan,Wheat,256.5,3.00811733483261,10.9611809110297,17.2821434537395,187
Laos,Rice,167,24.658229574131,26.88880760933,286.632052857465,188
Laos,Rice,357.5,24.658229574131,20.3788264850145,29.6549794508011,188
Latvia,Wheat,257,5.68474753748006,11.8067860528139,70.5547507573924,191
Latvia,Rye,245.5,5.68474753817275,13.4218936711806,72.9416691299668,190
Latvia,Barley,121,5.68474753746329,8.2737357786809,43.6036644964571,189
Lebanon,Wheat,334.5,15.3616617884694,10.5141529155595,111.273535238928,192
Lesotho,Wheat,136,11.5403566095083,7.83545343236843,28.0848225290553,193
Liberia,Rice,151.5,25.1904431760637,25.5277290554955,310.237938077532,194
Libya,Wheat,303.5,19.5528315125428,19.5860390142519,40.7003999478292,197
Libya,Barley,303.5,19.5528315070068,19.5860390087264,40.7003999333135,195
Libya,Millet,75.5,19.5528315269986,14.9234207587572,34.1470482550259,196
Lithuania,Wheat,258,6.1716283924472,12.0931129861535,65.0581538070217,200
Lithuania,Rye,245.5,6.14980768029916,13.8058364206757,70.7449438110827,199
Lithuania,Barley,121,6.16339503508942,9.09463511522452,46.7764926533283,198
Macedonia,Wheat,319,10.160315691488,5.74179588002897,72.5750981211156,206
Macedonia,Rice,131,10.1567018639909,13.5973181563634,66.7005039921346,204
Madagascar,Wheat,136,22.5886499168088,21.878376550561,73.4144185254471,208
Madagascar,Rice,343,22.0940629883801,23.806352429387,240.411178147246,207
Malawi,Wheat,56.5,21.3385733983054,22.6728234240184,204.748389030324,213
Malawi,Rice,339.5,22.0136294722063,24.2655068322829,178.982947320045,212
Malaysia (Sabah prov.),Rice,212,25.6247617471719,25.7360962479861,186.010868507553,214
Malaysia (Sarawak prov.),Rice,243,25.8560985569313,25.906331310592,253.751866595425,215
Mali,Millet,166.5,28.4801883834601,31.1644567594248,75.393235232198,216
Mali,Rice,182,28.5603808380681,30.2794172525935,106.432664327566,217
Mauritania,Millet,212.5,29.4300151348757,30.5864377799,103.882514984398,221
Mauritania,Rice,174.5,28.4265430049168,31.6355638249665,26.4776923262702,222
Mauritania,Rice,319.5,28.4265430049168,27.2340707839594,1.32599973450248,222
Mexico,Rice,151.5,24.5035558715639,26.9173567649593,147.679293657467,223
Moldova,Wheat,258,9.83155766681938,16.6076633091502,43.6142045018872,234
Morocco,Wheat,335,17.0531767343197,12.7475628135537,75.8283552331428,238
Morocco,Barley,335,16.9598680963262,12.7403211153982,63.0669194118383,237
Mozambique,Wheat,136,23.1777251331516,21.4133964496482,23.8247129042834,239
Myanmar,Wheat,299,25.1542164247932,25.2649141696982,134.930211677667,240
Namibia,Wheat,143.5,20.1557727321871,16.7475607554279,3.06459916911033,241
Nepal,Wheat,319.5,20.8745550661047,17.6491556106282,8.739432711298,247
Nepal,Rice,182,21.2403313411268,26.3324293552867,390.570694801162,246
Nepal,Millet,192,18.906464010885,24.1754246596613,445.30737780788,245
Nicaragua,Rice,166.5,25.4788878917883,25.7545825689388,284.009139879065,260
Niger,Millet,185,28.8350220275654,30.4827527557479,105.603164582918,261
Niger,Rice,182,29.6601561480521,31.0244390144286,102.278896033716,262
Nigeria,Millet,166.5,27.185443445209,29.2238531198653,103.599436759843,263
Pakistan,Barley,303.5,22.2279794552722,20.4267133558516,9.88259324977997,298
Pakistan,Millet,197.5,24.6743694671561,32.4295499530083,99.0054924361337,299
Panama,Rice,152,25.6654470733152,26.0434825623546,245.856464235227,302
Paraguay,Wheat,136.5,21.4895850569243,18.5824136423735,146.159481311998,304
Paraguay,Rice,318.5,21.8342183221506,23.9765472906865,165.746617316694,303
Peru,Wheat,15,14.3200926854666,15.115617539141,122.199446427429,310
Peru,Barley,5,9.17376452090829,10.0048897039003,118.074304249804,308
Peru,Rice,30,14.3346106095121,15.131404710916,126.643438795455,309
Saudi Arabia,Wheat,334,24.4899572137395,17.3340718468606,17.618762435809,331
Saudi Arabia,Barley,334,23.4092695287352,16.3975159759239,16.9279660666065,328
Saudi Arabia,Millet,242,23.9080315436099,31.3173092227832,1.64683499833055,329
Senegal,Millet,190,27.8062620174491,29.0173902885647,122.406280588691,332
Senegal,Rice,197.5,27.5464029900747,28.3428463688969,197.053676761347,333
Sierra Leone,Millet,166.5,26.3371128405057,26.1362086508943,333.273595490307,334
Sierra Leone,Rice,151.5,26.201745704375,26.5879291315322,289.793005703165,335
South Africa,Barley,136,16.8137581926869,13.0933475231744,19.0978813572396,339
South Africa,Rice,303.5,17.3228350929262,19.1805789535471,66.5730139854238,341
South Africa,Millet,293.5,17.3428909148825,18.6320668752021,60.8780390054263,340
South Korea,Wheat,294,12.1207600290319,12.9141082162876,56.3020137021295,353
South Korea,Barley,319.5,12.1211738051962,7.1775197206121,50.4170785092655,350
South Korea,Rice,151,12.1182516249392,18.8630827727691,136.976087640019,352
South Korea,Millet,166.5,12.1183720316271,21.0380718671212,173.453182290063,351
Sri Lanka,Rice,299,26.7632376996873,26.3378455685347,275.884592175635,361
Sudan,Wheat,319.5,28.2474313779771,27.1966538875105,4.68172818705064,367
Sudan (South),Millet,121,27.4152193473419,30.2642607016014,44.5144954626791,366
Sudan (North),Millet,182,27.2042841837741,28.40182379421,97.9099654570881,365
Suriname,Rice,152,27.1102748178501,26.959373377794,275.375304184895,368
Swaziland,Wheat,136,19.3247688258582,17.2081177135413,24.8024041308561,370
Swaziland,Rice,304,19.3012797955878,20.1585422251385,107.60083714944,369
Syria,Wheat,333,17.7275826800179,10.9277878548703,60.5876122744329,377
Syria,Barley,329,17.6949970798166,11.5519013813016,56.5399904402792,374
Syria,Rice,121,18.006551470092,18.9016224349201,48.0654339391658,375
Tajikistan,Wheat,272.5,9.88942225149033,13.4483526196377,20.6696258841729,378
Tanzania (South),Wheat,13,20.7282142436872,21.7846874888579,199.863257106911,382
Tanzania (North),Wheat,45,20.9515294603227,22.5047260600205,79.9522945990355,381
Tanzania,Barley,46,22.0597028734961,22.9086026250636,146.192905296343,383
Togo,Millet,166.5,27.985933390026,27.4322211450689,141.299911047595,395
Togo,Rice,136,26.6003835033091,27.3476883861764,139.687245786249,396
Trinidad & Tobago,Rice,187.5,26.0961115787645,26.3333312832259,258.95904871232,397
Tunisia,Wheat,319,17.073969340207,13.913704309938,76.1414796699089,399
Tunisia,Barley,318.5,16.9352047479316,13.7484454806232,70.1232364097839,398
Turkey,Wheat,294,11.6034085428413,12.1502980851329,44.390444163437,404
Turkey,Barley,304,11.1718225027819,9.77719879288218,43.3860277499596,400
Turkey,Rice,136.5,12.643901558467,16.1812691408477,50.0200086432467,402
Turkey,Millet,121,14.1068790861005,14.7631914946217,53.1801898167309,401
Turkmenistan,Wheat,272.5,15.9141141090352,18.6856146783754,4.04063921415903,405
Uganda (South),Millet,61,18.4377875188139,18.8484992734607,103.369842460395,407
Uganda (North),Millet,121,23.3749815427374,23.5591417080365,161.479748997831,406
Uruguay,Wheat,182,17.6842130804588,11.5569128305333,73.966123133233,413
Uruguay,Barley,181.5,17.6275363377931,11.5428094946728,73.3889052168349,411
Uruguay,Rice,313.5,17.8083075212136,19.2611727771547,100.920525330451,412
Venezuela,Rice,151,26.3440093654771,26.1459476059439,225.218490758861,416
Zambia,Wheat,143.5,22.2297244760646,19.197394209859,3.02959066290889,446
Zambia,Millet,349.5,21.3345714129959,22.6851804661273,227.815516142865,445
Zimbabwe,Wheat,143.5,21.1084064135072,17.6553714633406,7.51940590478696,450
Bangladesh,Rice,186.5,25.5160540973765,28.47104285216,466.644973941723,28
Bangladesh,Rice,353,25.5160540973765,19.5925100797721,6.9578788382452,28
Brazil (Center-South),Wheat,117,19.9987195870892,19.0044389079402,112.504537971297,43
Brazil (Rio Grande do Sul),Wheat,149.5,19.5143663960783,15.6901427682712,137.5545264845,45
Bulgaria,Wheat,274,11.1701165769409,14.8279049373375,40.4614221771041,47
"Canadian Prairies (Alberta, Saskatchewan, Manitoba)",Wheat,135.5,2.4935742451926,10.9485614355799,46.7964613289079,58
"Canadian Prairies (Alberta, Saskatchewan, Manitoba)",Barley,136,2.37685350924549,10.7325300046623,47.7125664908561,57
China,Rice,121.5,14.5309323199982,17.5850819758911,101.681677720534,75
China,Rice,88,18.8148143436355,15.6699641712831,150.165509193031,75
China,Rice,182.5,18.8148143436355,27.2095563473841,200.263088355347,75
China (north),Wheat,89,4.87827374685305,2.28621514020134,16.0411536905721,74
China (North China Plain),Wheat,272,14.0554634765709,18.560037446122,63.9882978242272,73
Finland,Barley,124.5,3.08759715279342,6.16025164336153,34.9689835284038,114
France,Wheat,303.5,10.7807433178778,9.51991879960126,71.9038224386299,117
France,Barley,275,10.6186463445877,13.5106541806487,66.3723159601068,116
Germany,Wheat,290,8.51586833380378,9.18918076846732,50.2485673491915,123
Germany,Barley,274,8.47703846968793,11.5108286559544,53.2373748498248,121
Germany,Barley,106.5,8.47703846968793,7.90073162192543,52.1304908870877,121
Germany,Rye,274.5,8.65928330051265,11.6035555972023,48.2403697355705,122
Hungary,Wheat,274,10.482153542411,13.8440059875911,40.304804447001104,141
Italy,Wheat,307.5,13.4536349738464,11.6117314886476,90.3380713375278,163
Mexico,Wheat,319.5,21.254026987728,18.6876621045555,17.9785718363973,224
Pakistan,Wheat,312.5,23.9660965697015,20.3452752774825,6.86458311019482,301
Pakistan,Rice,171.5,24.4220726854491,33.4880653229807,33.6458299170643,300
Poland,Wheat,275.5,7.86470962235916,11.081010190548,46.8988860999018,313
Poland,Rye,274,7.80934681024577,11.262335335793,45.5752600832688,312
Romania,Wheat,275,10.5065067618803,13.9278827802186,37.2800722605927,320
Russia,Barley,278.5,4.1533970568117,7.08469329893761,43.5150333529426,324
Spain,Wheat,332.5,12.5568995527522,6.886294074016,57.7243148320272,360
Spain,Wheat,332.5,15.7863105251725,10.46469488838,79.1487508983705,360
Spain,Barley,341.5,12.562421060889,5.96640605237164,53.2465552090844,358
Spain,Rice,56,14.9056906534624,9.23620819099308,50.5418152427458,359
Sweden,Barley,127.5,6.16238508935982,8.4976071336889,38.6085625781174,371
Sweden,Wheat,274.5,6.3320536643691,9.39531443347069,58.8787620136806,373
Ukraine,Wheat,138,8.37267255366988,15.3917230562131,53.0321877576797,408
United Kingdom,Wheat,304,9.15072568731267,8.25203666572696,68.1823603905766,410
United Kingdom,Barley,87.5,8.77216468044936,6.00368178980836,62.9167096396097,409
United Kingdom,Barley,284,8.77216468044936,10.382495344724,80.5193369098287,409
Ontario & Quebec,Wheat,284,6.77742847927575,9.76711334724,78.0679845054082,290
Brazil (North & Northeast),Rice,30,26.3966329681802,26.1548476143082,230.050210886587,44
Brazil (Center-South),Rice,325.5,20.7475531294883,22.5414770888195,152.56281105105,42
Italy,Wheat,94,13.4536349738464,10.445665666542,63.7222482816334,163
Italy,Barley,3,13.2045828283688,4.87919781589438,70.17032989418,161
Italy,Rice,121.5,12.1494232836115,13.7232531685397,87.4742382624997,162
Sweden,Rye,274,6.62336750014768,9.7779270828201,60.1950079938634,372
Yugoslavia (Former),Wheat,274,10.4250162684383,13.8333324759903,66.1304416733005,444
Burma (Myanmar),Rice,153,26.1194312479949,27.6695102827665,417.593082096309,50
Burma (Myanmar),Rice,333,26.1194312479949,24.2980195024844,38.326620365199,50
Thailand,Rice,185.5,27.1303261308936,28.2433023830218,188.851859060102,391
Thailand,Rice,37.5,27.1303261308936,25.7099803655359,13.6817637035751,391
Vietnam (North),Rice,190.5,24.2363436666072,29.1299959020019,269.822457071692,420
Vietnam (South),Rice,227,27.1015788949629,27.5845617029247,216.736852925328,421
Vietnam (North),Rice,24.5,24.2363436666072,17.7302073940495,27.1830112717588,420
Vietnam (South),Rice,18,27.1015788949629,25.2675316599564,39.304644990619,421
Philippines,Rice,130,26.1684156548056,27.4936667683063,170.543365324081,311
Argentina,Rice,295.5,19.5967564212391,20.1217947234942,116.63830211864,20
Argentina,Wheat,180,16.6204673310008,9.8690947862059,30.7262258743582,21
South Africa (except Western Cape),Wheat,152,16.3259326584881,10.3619197144479,14.3820666511449,338
California,Barley,93,13.8219411805926,11.2185826844939,44.6774604310706,51
Colorado,Barley,104.5,6.3642589572004296,5.73250695705935,23.5346224479957,79
Idaho,Barley,114.5,6.1400703377566,6.90748119581486,37.23200384543,142
Kansas,Barley,90.5,12.0471901543077,9.09116603525957,42.3749412048573,168
Michigan,Barley,123,6.69858331082682,9.50907477023282,69.4016258836453,225
Minnesota,Barley,131,4.1338449783496,11.706132708271,62.2403994707684,227
Montana,Barley,124.5,5.86311575653343,8.910720750131,49.9423458059987,235
Nebraska,Barley,93.5,8.67397003033276,5.85109817562235,43.9650203794108,242
Nevada,Barley,117.5,9.30049065417334,9.54719441044262,21.0436784560037,248
North Dakota,Barley,128.5,4.00136419659999,10.4071359343571,52.4275597072385,268
Oregon,Barley,7,8.63697073386436,-1.01947784058697,60.2565730757718,291
South Dakota,Barley,118,6.70372047667888,9.87377821135819,57.97601416233,347
Utah,Barley,104.5,7.40884603849844,6.18578766650254,42.477266719837,414
Washington,Barley,100,8.87318313980669,7.52386379490296,33.9789285160784,430
Wisconsin,Barley,115,6.31942414472181,8.85185692224694,75.601018361812,439
Wyoming,Barley,111,5.88397443977814,6.4218871277491,32.5590209847463,442
Arizona,Barley,355.5,20.8346886214432,10.7578120892339,27.2288494936336,22
California,Barley,6.5,13.8219411805926,5.86415924046742,77.6931535671536,51
Delaware,Barley,292,12.9558277072714,13.5536632117424,80.0815586521204,90
Kansas,Barley,281.5,12.0471901543077,14.4400419652911,45.5061561307108,168
Kentucky,Barley,280.5,13.8376371099218,16.2416233385656,77.623708386151,175
Maryland,Barley,285.5,12.6442320394633,14.3186320505082,81.0211274184866,218
Nevada,Barley,270.5,9.30049065417334,13.0659744365327,13.5811095446167,248
New Jersey,Barley,275.5,11.9272143790915,15.792713679265,83.9653331467602,250
North Carolina,Barley,301.5,14.6447715327372,12.8944437445521,84.9676532043508,265
Oklahoma,Barley,290,15.5368686167066,16.3438648466356,65.2257800567104,287
Pennsylvania,Barley,267.5,10.3620412957372,15.825116631218,87.372852909443,305
South Carolina,Barley,314.5,16.2061577574035,12.2692873228704,86.9307955537583,344
Texas,Barley,294,17.8185118121834,17.6311353787097,62.766336514489,387
Virginia,Barley,291,13.5395209271613,13.907170088316,84.4044239147438,423
Arkansas,Rice,125,16.0311780514918,19.5162497759876,130.297673523539,24
California,Rice,138.5,15.9054563927296,19.0389350814866,12.6777938505486,52
Louisiana,Rice,116,19.4296716394234,21.1368146525469,121.742322317214,201
Mississippi,Rice,126,17.0174371160151,20.5578824769915,129.788123623781,230
Missouri,Rice,133,14.465113304867,19.3577159710592,124.559706715389,232
Texas,Rice,113.5,20.5874024153652,21.7969357590457,89.8527486155786,388
Georgia,Rye,301,18.1765653807637,16.7284096590709,65.6040355465296,119
Indiana,Rye,278,10.3572791391875,14.0621947482468,76.3311398005787,145
Kansas,Rye,259,12.878807495956,20.3534373722186,66.3657690221242,169
Maryland,Rye,291.5,12.6069173665046,13.1085051659177,80.5711171592775,219
Minnesota,Rye,258.5,5.25963313398641,14.1700906271213,73.937904461382,228
Nebraska,Rye,260.5,8.96200787861332,16.2051657037362,53.2987785507007,243
New Jersey,Rye,281,11.5622838543609,14.3244520336938,83.9836114657159,251
New York,Rye,271,8.0763066439097,13.3173567763258,85.6183413805356,258
North Carolina,Rye,301,15.4706425453453,13.8888544771288,79.3407371686384,266
North Dakota,Rye,261.5,4.77168665792378,12.9021799800092,41.8747331146884,269
Ohio,Rye,273,9.6413642979682,14.2709235069044,70.9329957122411,285
Oklahoma,Rye,268,15.3244954399977,20.5700021799064,79.468782106874,288
Pennsylvania,Rye,272.5,10.0614540871633,14.5419188676516,85.3419134517291,306
South Carolina,Rye,306.5,16.9305364621328,14.4179583612216,72.5749182699283,345
South Dakota,Rye,261,6.24692242417004,14.5147524202563,44.8645907902085,348
Texas,Rye,281.5,16.3313941011948,18.3747332274282,60.9578271777017,389
Virginia,Rye,283,12.7609675226854,14.5019826528908,84.9568926604964,424
Wisconsin,Rye,250.5,6.1792359849005,15.8432139439344,98.6945790018051,440
Idaho,Wheat,113,7.0683468922442,7.52539851023905,38.1071006230415,143
Minnesota,Wheat,128.5,4.3957017747472,11.3080166162106,60.9221720044489,229
Montana,Wheat,123.5,5.65961634420783,9.35640517542529,46.5414504828139,236
Nevada,Wheat,117.5,8.89114608011774,9.09439595255711,22.5157684757922,249
North Dakota,Wheat,128,4.41018927857796,10.5356047792017,53.1399643210136,270
South Dakota,Wheat,115,7.05405104580342,9.51403351875141,57.2489190256722,349
Alabama,Wheat,310.5,16.7470945316417,13.4659202268971,98.2523152816495,1
Arizona,Wheat,355.5,21.6201795301875,11.6381481162231,21.4378150465924,23
Arkansas,Wheat,303.5,16.1483809961549,13.8649108295702,98.3343546518605,25
California,Wheat,349.5,16.7768881886798,7.85827414759986,54.2707984593095,53
Colorado,Wheat,260,9.85677968579855,16.5338137933369,30.588844491982,80
Delaware,Wheat,303,12.8859311474659,11.5632947234793,81.1735252838449,91
Florida,Wheat,318.5,19.0663306316551,15.0302274236031,82.2221344541792,115
Georgia,Wheat,313.5,17.9158658824295,14.4134887485423,71.7617974816772,120
Idaho,Wheat,279,7.0683468922442,9.62232601791206,30.0605683732289,143
Illinois,Wheat,291,12.1440981775994,13.0225426851039,73.4414603038974,144
Indiana,Wheat,288.5,11.1539232863901,12.4515348384407,71.4589182394966,146
Iowa,Wheat,276,9.60013254787864,14.2025764591774,79.0509615370869,151
Kansas,Wheat,275.5,12.5292234558295,16.4809976230333,54.8582342142174,170
Kentucky,Wheat,295,13.801764634037,13.3013308199058,82.2390149482105,176
Louisiana,Wheat,313.5,18.6455620540234,15.0318142927091,111.524692115197,202
Maryland,Wheat,300.5,12.9900371557231,11.9866487826401,81.785346373817,220
Michigan,Wheat,279,8.26731168988476,12.0049006954369,69.8660152188887,226
Mississippi,Wheat,305.5,17.0881688926464,14.5490906137555,106.168300282311,231
Missouri,Wheat,293.5,12.9480874801406,13.1374781458077,83.1070759173898,233
Montana,Wheat,273,5.65961634420783,10.2376777336034,25.5503080392024,236
Nebraska,Wheat,260.5,9.72748131837416,16.592168564852,44.1356362393001,244
Nevada,Wheat,270.5,8.89114608011774,12.6878062802882,14.1147171082752,249
New Jersey,Wheat,287.5,11.7248704300823,13.1234217071181,79.8349553457766,252
New Mexico,Wheat,262.5,13.8982518289335,19.2775746131323,47.5181025276705,253
New York,Wheat,279,8.11292092038494,11.8520282792066,76.9972289878944,259
North Carolina,Wheat,308.5,15.6728206949972,13.1230143537492,80.0615709067323,267
Ohio,Wheat,286.5,9.79621105651996,11.6839043762498,60.8279628586981,286
Oklahoma,Wheat,276,15.055515294147,18.680767978554,68.9921089968455,289
Oregon,Wheat,286,9.91477804258885,10.5129287712891,30.2577598859724,292
Pennsylvania,Wheat,272.5,10.2662059509475,14.7129808400218,85.7709189775317,307
South Carolina,Wheat,326.5,17.0953969109933,11.6114021746954,71.1752977485673,346
South Dakota,Wheat,262,7.05405104580342,14.8058988806557,39.4069741062267,349
Tennessee,Wheat,301,14.6955362096632,12.9665410590111,94.8280408648478,386
Texas,Wheat,290,16.2117436059858,16.7528376337653,54.2675823204946,390
Utah,Wheat,262.5,8.25745298483964,14.3105542407782,30.575086741952,415
Virginia,Wheat,301,14.1134066149107,12.8991089503607,81.5580722885634,425
Washington,Wheat,273.5,9.29574983791076,12.4689617823909,21.2261578088033,431
